Jac_011,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_012,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_013,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_014,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_015,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_016,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_017,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_018,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_019,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_020,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_021,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_022,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_023,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_024,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_025,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_026,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_027,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_028,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_041,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_076,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_078,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_079,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_081,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_082,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_083,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,F
Jac_086,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_090,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_091,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_092,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Jac_094,Pre_Release_Centro,Jacobina,Bahia,Brazil,New_World,-11.18356,-40.513876,M
Lun_001,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_008,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_009,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_010,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_011,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_012,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_013,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_014,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_015,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_016,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_017,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
Lun_02,Lunyo,Lunyo,Entebbe,Uganda,Africa,0.072055,32.463409,F
NK_001,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_002,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_004,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_006,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_007,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_008,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_011,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_012,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_013,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_016,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
NK_019,North_KeyWest,Key_West,Florida,USA,New_World,24.557342,-81.776735,
PR_045,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,M
PR_046,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,M
PR_047,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,M
PR_048,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,M
PR_049,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,M
PR_051,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_052,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_053,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_054,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_055,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_056,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
PR_057,Puerto_Rico,Patillas,Puerto_Rico,USA,New_World,18.006792,-66.015716,F
Sedh_001,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_003,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_004,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_005,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_006,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_007,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_009,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_010,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_011,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_012,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_013,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
Sedh_02,Sedhiou,Sedhiou,Sedhiou,Senegal,Africa,12.707018,-15.555173,M
TapaN_001,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_002,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_003,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_004,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_005,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_006,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_007,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_008,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_009,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_010,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_011,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TapaN_012,Tapachula_Norte,Tapachula,Chiapas,Mexico,New_World,14.90246,-92.26953,M
TH_01,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_02,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_03,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_04,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_05,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_06,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_07,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_08,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_09,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_10,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
TH_11,Thailand,Rayong,,Thailand,Asia_Pacific,12.697955,101.283338,
